id,team,position,first_name,second_name,web_name,known_name,team_join_date,birth_date,total_points,bonus,bps,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,points_per_game_rank,points_per_game_rank_type,saves_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
516,Nott'm Forest,MID,Callum,Hudson-Odoi,Hudson-Odoi,,2023-09-01,2000-11-07,88,8,358,1838,21,3,4,6,26,0,0,0,0,0,0,24,68,14,106,2.77,3.02,5.79,30.88,2.9,210,80,0.0,1.27,1.03,0.29,5.19,0.14,0.15,0.29,1.51,366.6,611.7,330.0,130.6,203,78,35,32,97,57,85,51
517,Nott'm Forest,MID,Elliot,Anderson,Anderson,,2024-07-01,2002-11-06,180,16,795,3332,37,4,5,10,50,0,0,0,8,0,0,106,306,103,515,2.94,4.79,7.73,53.65,4.7,22,10,0.0,1.35,1.0,0.27,13.91,0.08,0.13,0.21,1.45,915.2,961.5,310.0,219.0,11,3,6,6,109,66,13,9
518,Nott'm Forest,MID,João Pedro,Ferreira da Silva,Jota,,2024-08-01,1999-08-01,1,0,6,11,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0.00,0.00,0.00,0.00,1.0,519,241,0.0,0.0,0.0,0.0,24.55,0.0,0.0,0.0,0.0,5.0,0.5,4.0,1.0,494,221,494,238,452,222,505,231
519,Nott'm Forest,MID,Nicolás,Domínguez,Dominguez,,2023-09-01,1998-06-28,48,3,229,1168,17,1,1,3,20,0,0,0,3,0,0,29,58,56,143,1.47,0.77,2.24,23.21,1.8,384,165,0.0,1.54,1.31,0.23,11.02,0.11,0.06,0.17,1.79,264.8,193.5,138.0,59.7,270,113,213,141,241,133,269,134
520,Nott'm Forest,MID,Lewis,O'Brien,O'Brien,,2022-07-20,1998-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,807,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807,355,806,355,803,354,807,355
521,Nott'm Forest,MID,Ibrahim,Sangaré,Sangaré,,2023-09-01,1997-12-02,89,2,366,2073,25,2,2,8,26,0,0,0,5,0,0,95,114,58,267,1.16,1.80,2.96,33.17,3.2,166,68,0.0,1.13,1.09,0.35,11.59,0.05,0.08,0.13,1.44,434.4,205.9,126.0,76.8,164,60,199,131,256,142,214,101
522,Nott'm Forest,MID,Ryan,Yates,Yates,,2018-08-01,1997-11-21,30,0,123,602,2,0,2,0,7,0,0,0,3,0,0,35,18,16,69,0.49,0.37,0.86,8.56,1.4,433,188,0.0,1.05,0.3,0.0,10.32,0.07,0.06,0.13,1.28,139.0,79.7,55.0,27.2,359,161,328,178,343,178,376,177
523,Nott'm Forest,MID,Eric,da Silva Moreira,Da Silva Moreira,,2024-07-01,2006-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,744,306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741,304,735,304,721,300,742,305
524,Nott'm Forest,MID,Marko,Stamenić,Stamenic,,2024-06-27,2002-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,726,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721,286,716,287,699,281,722,287
525,Nott'm Forest,FWD,Chris,Wood,Wood,,2023-07-01,1991-12-07,41,4,145,896,11,3,0,2,14,0,0,0,0,0,0,14,14,1,29,4.29,0.32,4.61,14.44,2.7,251,27,0.0,1.41,1.1,0.2,2.91,0.43,0.03,0.46,1.45,139.0,88.4,266.0,48.0,361,40,308,35,133,35,311,37
526,Nott'm Forest,FWD,Igor Jesus,Maciel da Cruz,Igor Jesus,Igor Jesus,2025-07-05,2001-02-25,114,13,407,2293,28,6,6,9,37,0,0,0,2,0,0,38,61,24,123,6.48,1.26,7.74,38.77,3.1,185,20,0.0,1.45,1.1,0.35,4.83,0.25,0.05,0.3,1.52,420.6,240.7,726.0,136.4,173,18,171,16,25,15,79,16
527,Nott'm Forest,FWD,Taiwo,Awoniyi,Awoniyi,,2022-06-25,1997-08-12,43,4,170,480,3,4,2,1,4,0,0,0,2,0,0,6,18,2,26,3.68,0.77,4.45,10.35,2.5,275,29,0.0,0.75,0.56,0.19,4.88,0.69,0.14,0.83,1.94,177.2,79.0,235.0,48.4,325,32,329,41,151,39,308,36
669,Nott'm Forest,MID,Dan,Ndoye,Ndoye,,2025-07-31,2000-10-25,50,4,178,1167,14,1,2,2,17,0,0,0,1,0,0,24,50,22,96,1.05,1.51,2.56,15.96,2.1,337,144,0.0,1.31,1.08,0.15,7.4,0.08,0.12,0.2,1.23,166.4,217.7,180.0,56.6,334,149,185,122,210,111,280,142
675,Nott'm Forest,GKP,Angus,Gunn,Gunn,,2025-08-06,1996-01-22,1,0,4,45,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.00,0.00,0.00,0.21,1.0,469,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.2,0.0,0.0,0.1,517,40,571,54,540,39,526,40
693,Nott'm Forest,MID,Omari,Hutchinson,Hutchinson,,2025-08-16,2003-10-30,82,3,329,1676,17,1,7,6,24,0,0,0,1,0,0,20,87,22,129,2.01,3.87,5.88,24.42,2.6,267,109,0.0,1.29,0.91,0.32,6.93,0.11,0.21,0.32,1.31,333.6,527.1,356.0,121.6,222,92,53,46,87,52,96,56
696,Nott'm Forest,FWD,Arnaud,Kalimuendo,Kalimuendo,,2025-08-18,2002-01-20,9,0,24,89,0,0,0,0,3,0,0,0,0,0,0,1,4,1,6,0.44,0.02,0.46,1.57,1.0,521,64,0.0,3.03,0.0,0.0,6.07,0.44,0.02,0.46,1.59,6.8,17.7,39.0,6.3,490,56,420,54,364,57,457,56
715,Nott'm Forest,GKP,John Victor,Maciel Furtado,John,John Victor,2025-08-31,1996-02-13,11,0,32,437,5,0,0,1,8,0,0,0,1,0,6,4,26,0,0,0.00,0.00,0.00,6.13,2.2,314,31,1.24,1.65,1.03,0.21,0.0,0.0,0.0,0.0,1.26,56.4,0.0,0.0,5.7,427,36,577,57,546,42,460,36
716,Nott'm Forest,DEF,Nicolò,Savona,Savona,,2025-08-30,2003-03-19,39,0,131,1025,11,2,0,3,18,0,0,0,2,0,0,37,27,20,57,1.34,0.45,1.79,15.04,2.8,219,87,0.0,1.58,0.97,0.26,5.0,0.12,0.04,0.16,1.32,216.6,123.2,94.0,43.5,297,118,280,81,295,89,328,112
729,Nott'm Forest,DEF,Luis Eduardo,Soares da Silva,Cuiabano,,2025-09-01,2003-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,742,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739,264,733,264,718,264,740,264
734,Nott'm Forest,MID,Dilane,Bakwa,Bakwa,,2025-09-01,2002-08-26,26,1,100,549,6,0,2,2,10,0,0,0,1,0,0,3,28,4,35,0.54,1.01,1.55,10.94,1.9,370,159,0.0,1.64,0.98,0.33,5.74,0.09,0.17,0.26,1.79,86.4,178.8,95.0,35.6,402,176,226,148,294,155,350,168
805,Nott'm Forest,FWD,Lorenzo,Lucca,Lucca,,2026-01-24,2000-09-10,9,0,33,126,1,1,0,1,1,0,0,0,0,0,0,4,3,0,7,0.79,0.01,0.80,1.89,2.2,326,35,0.0,0.71,0.71,0.71,5.0,0.56,0.01,0.57,1.35,37.2,13.0,39.0,8.5,442,51,430,55,363,56,443,55
814,Nott'm Forest,DEF,Luca,Netz,Netz,,2026-02-02,2003-05-15,11,0,33,353,3,0,0,0,5,0,0,0,0,0,0,15,15,12,27,0.00,0.41,0.41,7.87,1.6,412,151,0.0,1.27,0.76,0.0,6.88,0.0,0.1,0.1,2.01,63.4,30.1,10.0,10.4,423,158,398,144,427,160,431,157
835,Nott'm Forest,MID,Archie,Whitehall,Whitehall,,2025-08-01,2006-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,743,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740,303,734,303,720,299,741,304
836,Nott'm Forest,MID,Jimmy,Sinclair,Sinclair,,2025-08-01,2006-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,758,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756,317,749,316,736,313,756,317
841,Nott'm Forest,FWD,Lamin,Sillah,Sillah,,2026-05-20,2006-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,782,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782,87,776,86,764,86,782,87
528,Sunderland,GKP,Anthony,Patterson,Patterson,,2018-10-09,2000-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,660,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,93,644,85,618,72,653,93
529,Sunderland,GKP,Simon,Moore,Moore,,2024-07-01,1990-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,561,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,46,532,26,501,11,553,46
530,Sunderland,GKP,Blondy,Nna Noukeu,Nna Noukeu,,2024-08-02,2001-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,577,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566,59,552,43,521,28,569,59
531,Sunderland,DEF,Daniel,Ballard,Ballard,,2022-07-01,1999-09-22,116,9,340,2144,24,2,2,6,35,0,0,0,4,1,0,231,69,33,264,2.46,0.63,3.09,33.20,4.0,57,20,0.0,1.47,1.01,0.25,11.08,0.1,0.03,0.13,1.39,662.8,181.2,370.0,121.5,62,27,225,57,85,8,97,24
532,Sunderland,DEF,Trai,Hume,Hume,,2022-01-04,2002-03-18,110,6,383,3032,34,2,1,9,42,1,0,0,9,0,0,135,102,68,203,2.27,2.05,4.32,47.27,2.9,206,82,0.0,1.25,1.01,0.27,6.03,0.07,0.06,0.13,1.4,547.8,421.3,248.0,120.9,106,50,80,19,140,27,99,25
533,Sunderland,DEF,Aji,Alese,Alese,,2022-07-15,2001-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,597,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586,215,576,214,545,210,589,215
534,Sunderland,DEF,Joe,Anderson,Anderson,,2023-01-31,2001-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,545,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534,189,515,188,483,183,537,189
535,Sunderland,DEF,Dennis,Cirkin,Cirkin,,2021-08-11,2002-04-06,14,0,43,319,3,0,0,1,2,0,0,0,2,0,0,20,8,8,28,0.08,0.02,0.09,6.49,1.8,374,137,0.0,0.56,0.85,0.28,7.9,0.02,0.01,0.03,1.83,59.2,9.7,10.0,7.5,425,159,448,160,425,158,450,162
536,Sunderland,DEF,Leo Fuhr,Hjelde,Hjelde,,2024-01-30,2003-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,613,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,221,593,220,562,216,605,221
537,Sunderland,DEF,Niall,Huggins,Huggins,,2021-08-20,2000-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,616,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605,222,596,221,565,217,608,222
538,Sunderland,DEF,Zak,Johnson,Johnson,,2021-10-12,2004-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,552,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,195,523,194,491,189,544,195
539,Sunderland,DEF,Luke,O'Nien,O'Nien,,2018-07-30,1994-11-21,26,1,90,565,5,0,1,2,7,0,0,0,1,1,0,37,10,6,43,0.15,0.13,0.28,9.24,2.2,313,119,0.0,1.12,0.8,0.32,6.85,0.02,0.02,0.04,1.47,103.0,27.6,40.0,17.1,387,143,401,145,358,120,406,145
540,Sunderland,DEF,Timothée,Pembélé,Pembele,,2023-09-01,2002-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,574,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563,204,548,203,517,199,566,204
541,Sunderland,DEF,Reinildo,Mandava,Reinildo,Reinildo Mandava,2025-07-08,1994-01-21,74,6,281,1966,23,0,2,6,27,0,0,0,7,1,0,125,90,39,164,0.13,0.62,0.75,26.72,3.0,188,73,0.0,1.24,1.05,0.27,7.51,0.01,0.03,0.04,1.22,376.4,130.2,39.0,54.7,195,81,272,76,359,121,287,91
542,Sunderland,DEF,Jenson,Seelt,Seelt,,2023-07-01,2003-05-23,2,0,11,133,1,0,0,0,2,0,0,0,0,0,0,8,6,4,12,0.00,0.01,0.01,1.33,1.0,471,171,0.0,1.35,0.68,0.0,8.12,0.0,0.01,0.01,0.9,33.6,2.4,0.0,3.6,447,165,475,172,579,225,474,169
543,Sunderland,MID,Simon,Adingra,Adingra,,2025-07-10,2002-01-01,34,3,81,649,9,1,1,4,8,0,0,0,2,0,0,13,21,11,45,0.35,0.62,0.97,11.30,2.4,294,121,0.0,1.11,1.25,0.55,6.24,0.05,0.09,0.14,1.57,81.4,116.8,75.0,27.0,405,178,282,168,316,165,379,178
544,Sunderland,MID,Habib,Diarra,Diarra,,2025-07-01,2004-01-03,65,3,209,1403,15,2,6,5,19,0,0,0,6,0,0,17,48,14,79,3.27,0.85,4.12,21.52,3.2,171,69,0.0,1.22,0.96,0.32,5.07,0.21,0.05,0.26,1.38,166.2,153.8,234.0,53.9,335,150,247,157,152,82,289,148
545,Sunderland,MID,Patrick,Roberts,Roberts,,2022-01-21,1997-02-05,1,0,4,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.03,0.02,0.05,0.66,1.0,518,240,0.0,3.33,0.0,0.0,3.33,0.1,0.07,0.17,2.2,1.8,7.3,5.0,1.4,514,234,453,217,444,215,500,229
546,Sunderland,MID,Milan,Aleksić,Aleksić,,2024-08-30,2005-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,803,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803,352,799,352,796,351,803,352
547,Sunderland,MID,Enzo,Le Fée,E.Le Fée,,2025-07-01,2000-02-03,147,16,621,2930,33,5,6,10,43,0,0,1,5,0,0,77,153,89,319,5.22,5.95,11.17,46.50,4.1,50,23,0.0,1.32,1.01,0.31,9.8,0.16,0.18,0.34,1.43,725.8,816.4,324.0,186.9,46,12,16,15,101,60,31,24
548,Sunderland,MID,Romaine,Mundle,Mundle,,2024-02-01,2003-04-24,14,0,42,399,2,0,0,0,11,0,0,0,1,0,0,6,22,5,33,0.87,0.48,1.35,8.54,1.0,509,232,0.0,2.48,0.45,0.0,7.44,0.2,0.11,0.31,1.93,29.4,33.6,69.0,12.7,452,200,390,197,327,168,421,190
549,Sunderland,MID,Dan,Neil,Neil,,2018-11-01,2001-12-13,3,0,10,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.00,0.00,0.00,0.64,1.0,505,230,0.0,0.0,0.0,0.0,13.85,0.0,0.0,0.0,4.43,3.0,1.4,0.0,0.4,506,231,487,235,778,339,517,235
550,Sunderland,MID,Ian,Poveda-Ocampo,Poveda,,2024-07-24,2000-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,785,339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785,339,781,339,772,337,785,339
551,Sunderland,MID,Chris,Rigg,Rigg,,2022-12-31,2007-06-18,36,1,136,758,11,1,1,3,11,0,0,0,1,0,0,15,29,13,57,0.86,0.93,1.79,12.46,2.0,350,149,0.0,1.31,1.31,0.36,6.77,0.1,0.11,0.21,1.48,114.6,142.8,103.0,36.0,382,171,257,161,283,151,348,166
552,Sunderland,MID,Noah,Sadiki,Sadiki,,2025-07-04,2004-12-17,80,0,410,2891,33,0,2,9,42,0,0,0,9,0,0,89,113,46,248,1.43,1.46,2.89,41.39,2.4,295,122,0.0,1.31,1.03,0.28,7.72,0.04,0.05,0.09,1.29,347.6,333.3,162.0,84.6,213,85,122,85,225,122,189,91
553,Sunderland,MID,Chemsdine,Talbi,Talbi,,2025-07-09,2005-05-09,83,6,248,1553,16,4,2,7,14,0,0,0,0,0,0,20,61,11,92,2.13,1.18,3.30,22.26,3.0,198,77,0.0,0.81,0.93,0.41,5.33,0.12,0.07,0.19,1.29,238.8,211.5,245.0,69.1,284,119,194,128,141,77,240,116
554,Sunderland,MID,Abdoullah,Ba,Ba,,2022-08-31,2003-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,669,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658,242,653,246,629,234,661,244
555,Sunderland,MID,Alan,Browne,Browne,,2024-07-11,1995-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,708,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702,271,697,273,678,266,704,273
556,Sunderland,MID,Pierre,Ekwah Elimby,Ekwah,,2023-01-23,2002-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,719,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713,278,709,280,692,274,715,280
557,Sunderland,MID,Harrison,Jones,H.Jones,Harrison Jones,2024-01-01,2004-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,673,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662,245,658,249,636,239,665,247
558,Sunderland,MID,Jay,Matete,Matete,,2022-01-31,2001-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,670,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,243,654,247,630,235,662,245
559,Sunderland,MID,Nectarios,Triantis,Triantis,,2023-07-01,2003-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,690,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682,259,678,262,657,253,684,261
560,Sunderland,FWD,Wilson,Isidor,Isidor,,2025-02-01,2000-08-27,74,7,266,1148,11,6,1,4,17,0,0,0,1,0,0,17,23,11,51,4.70,0.38,5.08,19.82,2.3,308,33,0.0,1.33,0.86,0.31,4.0,0.37,0.03,0.4,1.55,242.0,30.4,444.0,71.5,280,29,397,52,62,25,231,28
561,Sunderland,FWD,Eliezer,Mayenda Dossou,Mayenda,,2023-07-28,2005-05-08,40,5,124,751,8,2,0,3,9,0,0,0,0,0,0,7,14,5,26,2.13,0.22,2.35,12.94,2.0,355,38,0.0,1.08,0.96,0.36,3.12,0.26,0.03,0.29,1.55,117.6,53.8,188.0,35.5,379,42,364,46,197,44,351,46
562,Sunderland,FWD,Ahmed,Abdullahi,Abdullahi,,2024-08-31,2004-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,665,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655,67,649,66,625,66,658,68
563,Sunderland,FWD,Luís Hemir,Silva Semedo,Luís Hemir,,2023-07-01,2003-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,696,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689,74,684,73,665,72,691,74
564,Sunderland,FWD,Nazarii,Rusyn,Rusyn,,2023-09-01,1998-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,686,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677,71,673,70,652,69,679,71
668,Sunderland,MID,Granit,Xhaka,Xhaka,,2025-07-30,1992-09-27,124,8,603,2901,32,1,6,9,39,0,0,0,8,0,0,134,178,50,362,1.01,3.73,4.74,45.68,3.6,103,46,0.0,1.21,0.99,0.28,11.23,0.03,0.12,0.15,1.42,685.0,595.3,101.0,138.1,56,15,40,37,286,152,75,47
670,Sunderland,GKP,Robin,Roefs,Roefs,,2025-08-01,2003-01-17,136,12,573,3150,35,0,0,10,46,0,1,0,4,0,109,37,333,0,0,0.00,0.10,0.10,50.05,3.9,72,7,3.11,1.31,1.0,0.29,0.0,0.0,0.0,0.0,1.43,881.6,50.0,0.0,93.1,17,5,368,2,780,90,170,4
678,Sunderland,DEF,Arthur,Masuaku,Masuaku,,2025-08-10,1993-11-07,1,0,4,125,2,0,0,0,2,0,0,0,1,0,0,6,3,4,10,0.07,0.08,0.15,2.09,0.3,535,182,0.0,1.44,1.44,0.0,7.2,0.05,0.06,0.11,1.5,21.8,20.1,7.0,4.9,461,168,413,150,434,164,463,166
683,Sunderland,DEF,Omar,Alderete,Alderete,,2025-08-12,1996-12-26,125,5,400,2797,32,1,1,10,40,0,0,0,6,0,0,280,103,32,312,1.62,0.91,2.52,44.52,3.8,77,27,0.0,1.29,1.03,0.32,10.04,0.05,0.03,0.08,1.43,749.0,138.1,279.0,117.0,40,16,260,68,128,22,107,30
694,Sunderland,DEF,Nordi,Mukiele,Mukiele,,2025-08-17,1997-11-01,151,11,489,2784,32,3,5,9,40,1,0,0,5,0,0,204,131,69,273,1.62,2.65,4.27,44.71,4.7,18,4,0.0,1.29,1.03,0.29,8.83,0.05,0.09,0.14,1.45,733.6,353.1,242.0,132.9,43,18,112,29,148,30,82,17
724,Sunderland,DEF,Lutsharel,Geertruida,Geertruida,,2025-09-01,2000-07-18,55,0,231,1681,17,0,0,3,23,0,0,0,2,0,0,76,73,37,113,0.79,0.85,1.64,30.92,2.0,349,130,0.0,1.23,0.91,0.16,6.05,0.04,0.05,0.09,1.66,274.6,135.7,102.0,51.2,264,105,263,70,284,82,299,95
730,Sunderland,FWD,Brian,Brobbey,Brobbey,,2025-09-01,2002-02-01,92,12,309,1920,22,7,2,6,30,0,0,0,6,0,0,21,44,9,74,6.02,0.67,6.69,31.40,3.0,200,21,0.0,1.41,1.03,0.28,3.47,0.28,0.03,0.31,1.47,333.4,200.5,552.0,106.7,223,21,206,20,45,20,130,21
735,Sunderland,MID,Bertrand,Traoré,Traoré,Bertrand Traoré,2025-09-01,1995-09-06,30,1,118,634,9,1,1,3,9,0,0,0,1,0,0,11,18,11,40,0.48,0.25,0.73,9.74,2.5,276,112,0.0,1.28,1.28,0.43,5.68,0.07,0.04,0.11,1.38,115.6,108.4,135.0,35.9,380,169,292,169,245,136,349,167
774,Sunderland,DEF,Jenson,Jones,Jenson Jones,Jenson Jones,2025-08-24,2006-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,600,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,217,580,216,549,212,592,217
775,Sunderland,MID,Tymur,Tutierov,Tutierov,,2024-08-30,2005-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,763,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762,321,755,320,742,317,762,321
800,Sunderland,MID,Djiamgone Jocelin Ta,Bi,Jocelin.T,,2026-01-16,2005-02-09,1,0,4,38,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.00,0.04,0.04,0.24,1.0,511,234,0.0,0.0,2.37,0.0,7.11,0.0,0.09,0.09,0.57,3.4,4.3,2.0,1.0,501,227,465,223,468,231,504,230
812,Sunderland,GKP,Melker,Ellborg,Ellborg,,2026-02-01,2003-05-22,16,3,62,270,3,0,0,1,2,0,0,0,0,0,10,6,33,0,0,0.00,0.02,0.02,4.10,5.3,6,2,3.33,0.67,1.0,0.33,0.0,0.0,0.01,0.01,1.37,73.6,0.0,0.0,7.4,409,33,605,73,574,58,451,33
813,Sunderland,MID,Nilson,Angulo,Angulo,,2026-02-02,2003-06-19,13,0,43,401,5,0,0,1,6,0,0,0,1,0,0,16,9,10,35,0.77,0.12,0.89,7.26,1.6,416,178,0.0,1.35,1.12,0.22,7.86,0.17,0.03,0.2,1.63,45.4,44.3,89.0,17.8,433,188,380,195,303,161,401,183
821,Sunderland,MID,Jack,Whittaker,Whittaker,,2025-08-24,2006-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,745,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742,305,736,305,722,301,743,306
822,Sunderland,MID,Jaydon,Jones,Jones,Jaydon Jones,2025-08-24,2006-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,746,308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743,306,737,306,723,302,744,307
